##get_o_spectrum_0:
1550.0	5.12668137811	
1551.0	5.14497560509	
1552.0	5.15673051232	
1553.0	5.17130753887	
1554.0	5.18419551342	
1555.0	5.19333743572	
1556.0	5.2059694028	
1557.0	5.2106786189	
1558.0	5.23285904856	
1559.0	5.25470363441	


##get_o_spectrum_0:
1550.0	6.0060122624	
1550.1	6.01696394509	
1550.2	6.02818939805	
1550.3	6.03239304939	
1550.4	6.04165566533	
1550.5	6.05048885929	
1550.6	6.05856844723	
1550.7	6.06732933053	
1550.8	6.07410390875	
1550.9	6.0781585997	
1551.0	6.08651559448	
1551.1	6.09205545795	
1551.2	6.0934771056	
1551.3	6.10417945774	
1551.4	6.11807945357	
1551.5	6.1325717397	
1553.0	-125.024355372	
1553.3	-232.29991543	
1553.5	-81.4968738708	
1553.8	45.776915136	
1554.1	-235.972561985	
1554.3	-282.673661258	
1555.0	-226.335678259	
1555.6	-201.096373707	
1555.8	-118.909057144	
1556.5	-344.588786861	
1556.7	-172.264793699	
1556.8	-55.6460362626	
1557.4	-283.31060688	
1557.6	-92.6967707225	
1557.7	-108.464662109	
1558.5	-243.062946221	
1558.8	-298.251076646	
1558.9	-147.93267167	
1559.5	-118.973441716	
1559.6	-239.630118139	
1559.8	-221.963300335	


